"zip","naics","est","n<5","n5_9","n10_19","n20_49","n50_99","n100_249","n250_499","n500_999","n1000"
"01028","6233//",3,"N","N","N","N","N","N","N","N","N"
"01028","62331/",3,"N","N","N","N","N","N","N","N","N"
"01028","623312",3,"N","N","N","N","N","N","N","N","N"
"01028","624///",14,5,4,"N","N","N","N","N","N","N"
"01028","6241//",3,"N","N","N","N","N","N","N","N","N"
"01028","62412/",3,"N","N","N","N","N","N","N","N","N"
"01028","624120",3,"N","N","N","N","N","N","N","N","N"
"01028","6244//",10,4,4,"N","N","N","N","N","N","N"
"01028","62441/",10,4,4,"N","N","N","N","N","N","N"
"01028","624410",10,4,4,"N","N","N","N","N","N","N"
"01028","71----",8,5,"N","N","N","N","N","N","N","N"
"01028","713///",7,4,"N","N","N","N","N","N","N","N"
"01028","7139//",6,3,"N","N","N","N","N","N","N","N"
"01028","71394/",3,"N","N","N","N","N","N","N","N","N"
"01028","713940",3,"N","N","N","N","N","N","N","N","N"
"01028","72----",34,7,9,10,6,"N","N","N","N","N"
"01028","722///",33,7,8,10,6,"N","N","N","N","N"
"01028","7223//",3,"N","N","N","N","N","N","N","N","N"
"01028","72231/",3,"N","N","N","N","N","N","N","N","N"
"01028","722310",3,"N","N","N","N","N","N","N","N","N"
"01028","7225//",28,6,5,9,6,"N","N","N","N","N"
"01028","72251/",28,6,5,9,6,"N","N","N","N","N"
"01028","722511",14,"N",3,6,"N","N","N","N","N","N"
"01028","722513",8,"N","N","N",3,"N","N","N","N","N"
"01028","722515",6,"N","N","N","N","N","N","N","N","N"
"01028","81----",63,32,20,6,5,"N","N","N","N","N"
"01028","811///",18,10,6,"N","N","N","N","N","N","N"
"01028","8111//",16,9,5,"N","N","N","N","N","N","N"
"01028","81111/",10,6,3,"N","N","N","N","N","N","N"
"01028","811111",9,6,"N","N","N","N","N","N","N","N"
"01028","81112/",3,"N","N","N","N","N","N","N","N","N"
"01028","811121",3,"N","N","N","N","N","N","N","N","N"
"01028","81119/",3,"N","N","N","N","N","N","N","N","N"
"01028","812///",29,15,8,3,3,"N","N","N","N","N"
"01028","8121//",20,12,4,"N","N","N","N","N","N","N"
"01028","81211/",19,12,4,"N","N","N","N","N","N","N"
"01028","812112",17,11,4,"N","N","N","N","N","N","N"
"01028","8123//",3,"N","N","N","N","N","N","N","N","N"
"01028","8129//",5,"N","N","N","N","N","N","N","N","N"
"01028","81291/",3,"N","N","N","N","N","N","N","N","N"
"01028","812910",3,"N","N","N","N","N","N","N","N","N"
"01028","813///",16,7,6,"N","N","N","N","N","N","N"
"01028","8131//",8,"N",5,"N","N","N","N","N","N","N"
"01028","81311/",8,"N",5,"N","N","N","N","N","N","N"
"01028","813110",8,"N",5,"N","N","N","N","N","N","N"
"01028","8139//",6,5,"N","N","N","N","N","N","N","N"
"01028","81393/",4,3,"N","N","N","N","N","N","N","N"
"01028","813930",4,3,"N","N","N","N","N","N","N","N"
"01029","------",16,8,"N","N",3,"N","N","N","N","N"
"01029","23----",3,3,"N","N","N","N","N","N","N","N"
"01029","72----",5,"N","N","N","N","N","N","N","N","N"
"01029","722///",3,"N","N","N","N","N","N","N","N","N"
"01030","------",214,137,47,21,7,"N","N","N","N","N"
"01030","23----",32,26,4,"N","N","N","N","N","N","N"
"01030","236///",9,8,"N","N","N","N","N","N","N","N"
"01030","2361//",7,7,"N","N","N","N","N","N","N","N"
"01030","23611/",7,7,"N","N","N","N","N","N","N","N"
"01030","236118",4,4,"N","N","N","N","N","N","N","N"
"01030","237///",3,"N","N","N","N","N","N","N","N","N"
"01030","238///",20,16,"N","N","N","N","N","N","N","N"
"01030","2381//",5,5,"N","N","N","N","N","N","N","N"
"01030","23813/",3,3,"N","N","N","N","N","N","N","N"
"01030","238130",3,3,"N","N","N","N","N","N","N","N"
"01030","2382//",12,9,"N","N","N","N","N","N","N","N"
"01030","23821/",7,6,"N","N","N","N","N","N","N","N"
"01030","238210",7,6,"N","N","N","N","N","N","N","N"
"01030","23822/",5,3,"N","N","N","N","N","N","N","N"
"01030","238220",5,3,"N","N","N","N","N","N","N","N"
"01030","31----",5,3,"N","N","N","N","N","N","N","N"
"01030","42----",7,6,"N","N","N","N","N","N","N","N"
"01030","424///",5,4,"N","N","N","N","N","N","N","N"
"01030","4249//",3,3,"N","N","N","N","N","N","N","N"
"01030","44----",22,16,4,"N","N","N","N","N","N","N"
"01030","441///",4,3,"N","N","N","N","N","N","N","N"
"01030","445///",5,3,"N","N","N","N","N","N","N","N"
"01030","4453//",3,"N","N","N","N","N","N","N","N","N"
"01030","44531/",3,"N","N","N","N","N","N","N","N","N"
"01030","445310",3,"N","N","N","N","N","N","N","N","N"
"01030","453///",3,"N","N","N","N","N","N","N","N","N"
"01030","4539//",3,"N","N","N","N","N","N","N","N","N"
"01030","48----",7,4,"N","N","N","N","N","N","N","N"
"01030","484///",4,3,"N","N","N","N","N","N","N","N"
"01030","4841//",4,3,"N","N","N","N","N","N","N","N"
"01030","48411/",3,"N","N","N","N","N","N","N","N","N"
"01030","484110",3,"N","N","N","N","N","N","N","N","N"
"01030","52----",13,5,7,"N","N","N","N","N","N","N"
"01030","522///",7,"N",6,"N","N","N","N","N","N","N"
"01030","5221//",7,"N",6,"N","N","N","N","N","N","N"
"01030","52212/",3,"N",3,"N","N","N","N","N","N","N"
"01030","522120",3,"N",3,"N","N","N","N","N","N","N"
"01030","524///",4,"N","N","N","N","N","N","N","N","N"
"01030","5242//",3,"N","N","N","N","N","N","N","N","N"
"01030","52421/",3,"N","N","N","N","N","N","N","N","N"
"01030","524210",3,"N","N","N","N","N","N","N","N","N"
"01030","53----",10,8,"N","N","N","N","N","N","N","N"
"01030","531///",9,7,"N","N","N","N","N","N","N","N"
"01030","5311//",5,3,"N","N","N","N","N","N","N","N"
"01030","53111/",4,"N","N","N","N","N","N","N","N","N"
"01030","531110",4,"N","N","N","N","N","N","N","N","N"
"01030","5312//",3,3,"N","N","N","N","N","N","N","N"
"01030","53121/",3,3,"N","N","N","N","N","N","N","N"
"01030","531210",3,3,"N","N","N","N","N","N","N","N"
"01030","54----",16,11,4,"N","N","N","N","N","N","N"
"01030","541///",16,11,4,"N","N","N","N","N","N","N"
"01030","5411//",4,4,"N","N","N","N","N","N","N","N"
"01030","54111/",4,4,"N","N","N","N","N","N","N","N"
"01030","541110",4,4,"N","N","N","N","N","N","N","N"
"01030","5412//",5,"N","N","N","N","N","N","N","N","N"
"01030","54121/",5,"N","N","N","N","N","N","N","N","N"
"01030","541219",3,"N","N","N","N","N","N","N","N","N"
"01030","56----",21,19,"N","N","N","N","N","N","N","N"
"01030","561///",20,18,"N","N","N","N","N","N","N","N"
"01030","5617//",19,18,"N","N","N","N","N","N","N","N"
"01030","56173/",15,15,"N","N","N","N","N","N","N","N"
"01030","561730",15,15,"N","N","N","N","N","N","N","N"
"01030","62----",20,7,7,5,"N","N","N","N","N","N"
"01030","621///",15,7,5,3,"N","N","N","N","N","N"
"01030","6212//",7,3,"N","N","N","N","N","N","N","N"
"01030","62121/",7,3,"N","N","N","N","N","N","N","N"
"01030","621210",7,3,"N","N","N","N","N","N","N","N"
"01030","6213//",5,4,"N","N","N","N","N","N","N","N"
"01030","623///",3,"N","N","N","N","N","N","N","N","N"
"01030","6232//",3,"N","N","N","N","N","N","N","N","N"
"01030","71----",4,"N","N",3,"N","N","N","N","N","N"
"01030","713///",4,"N","N",3,"N","N","N","N","N","N"
"01030","7139//",4,"N","N",3,"N","N","N","N","N","N"
"01030","72----",22,10,5,3,3,"N","N","N","N","N"
"01030","722///",22,10,5,3,3,"N","N","N","N","N"
"01030","7225//",20,9,5,3,"N","N","N","N","N","N"
"01030","72251/",20,9,5,3,"N","N","N","N","N","N"
"01030","722511",10,"N",4,3,"N","N","N","N","N","N"
"01030","722513",4,4,"N","N","N","N","N","N","N","N"
"01030","722515",6,4,"N","N","N","N","N","N","N","N"
"01030","81----",33,20,11,"N","N","N","N","N","N","N"
"01030","811///",8,5,3,"N","N","N","N","N","N","N"
"01030","8111//",5,"N",3,"N","N","N","N","N","N","N"
"01030","81112/",4,"N","N","N","N","N","N","N","N","N"
"01030","811121",4,"N","N","N","N","N","N","N","N","N"
"01030","812///",12,7,3,"N","N","N","N","N","N","N"
"01030","8121//",8,3,3,"N","N","N","N","N","N","N"
"01030","81211/",7,3,3,"N","N","N","N","N","N","N"
"01030","812112",7,3,3,"N","N","N","N","N","N","N"
"01030","813///",13,8,5,"N","N","N","N","N","N","N"
"01030","8131//",10,7,3,"N","N","N","N","N","N","N"
"01030","81311/",10,7,3,"N","N","N","N","N","N","N"
"01030","813110",10,7,3,"N","N","N","N","N","N","N"
"01031","------",20,17,"N","N","N","N","N","N","N","N"
"01031","44----",3,"N","N","N","N","N","N","N","N","N"
"01031","61----",3,"N","N","N","N","N","N","N","N","N"
"01031","611///",3,"N","N","N","N","N","N","N","N","N"
"01031","72----",4,3,"N","N","N","N","N","N","N","N"
"01031","722///",4,3,"N","N","N","N","N","N","N","N"
"01031","7225//",3,"N","N","N","N","N","N","N","N","N"
"01031","72251/",3,"N","N","N","N","N","N","N","N","N"
"01031","81----",3,3,"N","N","N","N","N","N","N","N"
"01031","811///",3,3,"N","N","N","N","N","N","N","N"
"01031","8111//",3,3,"N","N","N","N","N","N","N","N"
"01031","81111/",3,3,"N","N","N","N","N","N","N","N"
"01031","811111",3,3,"N","N","N","N","N","N","N","N"
"01032","------",25,17,6,"N","N","N","N","N","N","N"
"01032","23----",4,3,"N","N","N","N","N","N","N","N"
"01032","238///",4,3,"N","N","N","N","N","N","N","N"
"01032","44----",4,"N","N","N","N","N","N","N","N","N"
"01032","54----",3,3,"N","N","N","N","N","N","N","N"
"01032","541///",3,3,"N","N","N","N","N","N","N","N"
"01032","81----",5,4,"N","N","N","N","N","N","N","N"
"01033","------",127,82,23,13,7,"N","N","N","N","N"
"01033","23----",30,21,7,"N","N","N","N","N","N","N"
"01033","236///",9,6,"N","N","N","N","N","N","N","N"
"01033","2361//",6,6,"N","N","N","N","N","N","N","N"
"01033","23611/",6,6,"N","N","N","N","N","N","N","N"
"01033","236118",5,5,"N","N","N","N","N","N","N","N"
"01033","2362//",3,"N","N","N","N","N","N","N","N","N"
"01033","23622/",3,"N","N","N","N","N","N","N","N","N"
"01033","236220",3,"N","N","N","N","N","N","N","N","N"
"01033","238///",19,14,4,"N","N","N","N","N","N","N"
"01033","2381//",5,3,"N","N","N","N","N","N","N","N"
"01033","2382//",10,9,"N","N","N","N","N","N","N","N"
"01033","23821/",5,4,"N","N","N","N","N","N","N","N"
"01033","238210",5,4,"N","N","N","N","N","N","N","N"
"01033","23822/",5,5,"N","N","N","N","N","N","N","N"
"01033","238220",5,5,"N","N","N","N","N","N","N","N"
"01033","2383//",3,"N","N","N","N","N","N","N","N","N"
"01033","31----",5,3,"N","N","N","N","N","N","N","N"
"01033","44----",17,11,3,"N","N","N","N","N","N","N"
"01033","445///",5,4,"N","N","N","N","N","N","N","N"
"01033","52----",5,3,"N","N","N","N","N","N","N","N"
"01033","53----",4,4,"N","N","N","N","N","N","N","N"
"01033","531///",4,4,"N","N","N","N","N","N","N","N"
"01033","5311//",3,3,"N","N","N","N","N","N","N","N"
"01033","54----",10,6,3,"N","N","N","N","N","N","N"
"01033","541///",10,6,3,"N","N","N","N","N","N","N"
"01033","5413//",3,"N","N","N","N","N","N","N","N","N"
"01033","5419//",4,"N","N","N","N","N","N","N","N","N"
"01033","54194/",3,"N","N","N","N","N","N","N","N","N"
"01033","541940",3,"N","N","N","N","N","N","N","N","N"
"01033","56----",17,14,"N","N","N","N","N","N","N","N"
"01033","561///",16,13,"N","N","N","N","N","N","N","N"
"01033","5617//",16,13,"N","N","N","N","N","N","N","N"
"01033","56173/",13,13,"N","N","N","N","N","N","N","N"
"01033","561730",13,13,"N","N","N","N","N","N","N","N"
"01033","62----",5,"N","N","N","N","N","N","N","N","N"
"01033","72----",11,5,"N",4,"N","N","N","N","N","N"
"01033","722///",10,4,"N",4,"N","N","N","N","N","N"
"01033","7223//",4,"N","N","N","N","N","N","N","N","N"
"01033","72231/",3,"N","N","N","N","N","N","N","N","N"
"01033","722310",3,"N","N","N","N","N","N","N","N","N"
"01033","7225//",5,"N","N","N","N","N","N","N","N","N"
"01033","72251/",5,"N","N","N","N","N","N","N","N","N"
"01033","722513",3,"N","N","N","N","N","N","N","N","N"
"01033","81----",13,9,3,"N","N","N","N","N","N","N"
"01033","811///",5,3,"N","N","N","N","N","N","N","N"
"01033","8111//",4,"N","N","N","N","N","N","N","N","N"
"01033","812///",3,3,"N","N","N","N","N","N","N","N"
"01033","813///",5,3,"N","N","N","N","N","N","N","N"
"01033","8131//",3,"N","N","N","N","N","N","N","N","N"
"01033","81311/",3,"N","N","N","N","N","N","N","N","N"
"01033","813110",3,"N","N","N","N","N","N","N","N","N"
"01034","------",31,23,6,"N","N","N","N","N","N","N"
"01034","23----",8,5,"N","N","N","N","N","N","N","N"
"01034","238///",7,4,"N","N","N","N","N","N","N","N"
"01034","2382//",5,"N","N","N","N","N","N","N","N","N"
"01034","23822/",3,"N","N","N","N","N","N","N","N","N"
"01034","238220",3,"N","N","N","N","N","N","N","N","N"
"01034","31----",3,"N","N","N","N","N","N","N","N","N"
"01034","54----",4,4,"N","N","N","N","N","N","N","N"
"01034","541///",4,4,"N","N","N","N","N","N","N","N"
"01034","81----",5,3,"N","N","N","N","N","N","N","N"
"01035","------",311,118,62,63,45,14,8,"N","N","N"
"01035","23----",22,15,4,"N","N","N","N","N","N","N"
"01035","236///",7,4,"N","N","N","N","N","N","N","N"
"01035","2361//",6,3,"N","N","N","N","N","N","N","N"
"01035","23611/",6,3,"N","N","N","N","N","N","N","N"
"01035","236118",4,"N","N","N","N","N","N","N","N","N"
"01035","238///",13,9,"N","N","N","N","N","N","N","N"
"01035","2381//",3,3,"N","N","N","N","N","N","N","N"
"01035","2383//",5,"N","N","N","N","N","N","N","N","N"
"01035","2389//",3,"N","N","N","N","N","N","N","N","N"
"01035","23891/",3,"N","N","N","N","N","N","N","N","N"
"01035","238910",3,"N","N","N","N","N","N","N","N","N"
"01035","31----",10,4,4,"N","N","N","N","N","N","N"
"01035","311///",4,3,"N","N","N","N","N","N","N","N"
"01035","42----",7,"N",3,"N","N","N","N","N","N","N"
"01035","424///",5,"N",3,"N","N","N","N","N","N","N"
"01035","44----",71,16,12,18,14,5,6,"N","N","N"
"01035","441///",6,"N","N","N","N","N","N","N","N","N"
"01035","4413//",4,"N","N","N","N","N","N","N","N","N"
"01035","442///",3,"N","N","N","N","N","N","N","N","N"
"01035","443///",3,"N","N","N","N","N","N","N","N","N"
"01035","4431//",3,"N","N","N","N","N","N","N","N","N"
"01035","44314/",3,"N","N","N","N","N","N","N","N","N"
"01035","444///",5,"N","N","N","N","N","N","N","N","N"
"01035","4441//",3,"N","N","N","N","N","N","N","N","N"
"01035","445///",14,"N","N",5,"N","N","N","N","N","N"
"01035","4451//",9,"N","N",4,"N","N","N","N","N","N"
"01035","44511/",9,"N","N",4,"N","N","N","N","N","N"
"01035","445110",9,"N","N",4,"N","N","N","N","N","N"
"01035","4453//",3,"N","N","N","N","N","N","N","N","N"
"01035","44531/",3,"N","N","N","N","N","N","N","N","N"
"01035","445310",3,"N","N","N","N","N","N","N","N","N"
"01035","446///",5,"N",4,"N","N","N","N","N","N","N"
"01035","4461//",5,"N",4,"N","N","N","N","N","N","N"
"01035","447///",3,"N","N","N","N","N","N","N","N","N"
"01035","4471//",3,"N","N","N","N","N","N","N","N","N"
"01035","44711/",3,"N","N","N","N","N","N","N","N","N"
"01035","447110",3,"N","N","N","N","N","N","N","N","N"
"01035","448///",10,"N","N","N",4,"N","N","N","N","N"
"01035","4481//",8,"N","N","N",4,"N","N","N","N","N"
"01035","44814/",6,"N","N","N",4,"N","N","N","N","N"
"01035","448140",6,"N","N","N",4,"N","N","N","N","N"
"01035","451///",7,"N","N",3,"N","N","N","N","N","N"
"01035","4511//",6,"N","N",3,"N","N","N","N","N","N"
"01035","45111/",4,"N","N","N","N","N","N","N","N","N"
"01035","451110",4,"N","N","N","N","N","N","N","N","N"
"01035","452///",4,"N","N","N","N","N","N","N","N","N"
"01035","4523//",4,"N","N","N","N","N","N","N","N","N"
"01035","45231/",4,"N","N","N","N","N","N","N","N","N"
"01035","453///",8,3,"N","N",3,"N","N","N","N","N"
"01035","4532//",3,"N","N","N","N","N","N","N","N","N"
"01035","4539//",4,"N","N","N","N","N","N","N","N","N"
"01035","45391/",3,"N","N","N","N","N","N","N","N","N"
"01035","453910",3,"N","N","N","N","N","N","N","N","N"
"01035","454///",3,3,"N","N","N","N","N","N","N","N"
"01035","48----",3,"N","N","N","N","N","N","N","N","N"
"01035","51----",8,3,"N","N","N","N","N","N","N","N"
"01035","518///",4,"N","N","N","N","N","N","N","N","N"
"01035","5182//",4,"N","N","N","N","N","N","N","N","N"
"01035","51821/",4,"N","N","N","N","N","N","N","N","N"
"01035","518210",4,"N","N","N","N","N","N","N","N","N"
"01035","52----",17,9,4,"N","N","N","N","N","N","N"
"01035","522///",7,"N","N","N","N","N","N","N","N","N"
"01035","5221//",7,"N","N","N","N","N","N","N","N","N"
"01035","52212/",3,"N","N","N","N","N","N","N","N","N"
"01035","522120",3,"N","N","N","N","N","N","N","N","N"
"01035","523///",4,3,"N","N","N","N","N","N","N","N"
"01035","5239//",4,3,"N","N","N","N","N","N","N","N"
"01035","524///",6,5,"N","N","N","N","N","N","N","N"
"01035","5242//",4,3,"N","N","N","N","N","N","N","N"
"01035","52421/",3,3,"N","N","N","N","N","N","N","N"
"01035","524210",3,3,"N","N","N","N","N","N","N","N"
"01035","53----",7,4,3,"N","N","N","N","N","N","N"
"01035","531///",6,3,3,"N","N","N","N","N","N","N"
"01035","5311//",3,"N","N","N","N","N","N","N","N","N"
"01035","5313//",3,"N","N","N","N","N","N","N","N","N"
"01035","53131/",3,"N","N","N","N","N","N","N","N","N"
"01035","54----",25,13,3,6,"N","N","N","N","N","N"
"01035","541///",25,13,3,6,"N","N","N","N","N","N"
"01035","5412//",8,6,"N","N","N","N","N","N","N","N"
"01035","54121/",8,6,"N","N","N","N","N","N","N","N"
"01035","541211",3,"N","N","N","N","N","N","N","N","N"
"01035","541219",3,3,"N","N","N","N","N","N","N","N"
"01035","5413//",3,"N","N","N","N","N","N","N","N","N"
"01035","5415//",6,"N","N","N","N","N","N","N","N","N"
"01035","54151/",6,"N","N","N","N","N","N","N","N","N"
"01035","541511",5,"N","N","N","N","N","N","N","N","N"
"01035","56----",11,7,"N",3,"N","N","N","N","N","N"
"01035","561///",11,7,"N",3,"N","N","N","N","N","N"
"01035","5617//",10,7,"N",3,"N","N","N","N","N","N"
"01035","56172/",3,3,"N","N","N","N","N","N","N","N"
"01035","561720",3,3,"N","N","N","N","N","N","N","N"
"01035","56173/",6,4,"N","N","N","N","N","N","N","N"
"01035","561730",6,4,"N","N","N","N","N","N","N","N"
"01035","61----",7,"N","N","N","N","N","N","N","N","N"
"01035","611///",7,"N","N","N","N","N","N","N","N","N"
"01035","6116//",4,"N","N","N","N","N","N","N","N","N"
"01035","62----",40,15,11,9,4,"N","N","N","N","N"
"01035","621///",22,12,5,4,"N","N","N","N","N","N"
"01035","6211//",5,4,"N","N","N","N","N","N","N","N"
"01035","62111/",5,4,"N","N","N","N","N","N","N","N"
"01035","621111",4,3,"N","N","N","N","N","N","N","N"
"01035","6212//",6,"N","N",4,"N","N","N","N","N","N"
"01035","62121/",6,"N","N",4,"N","N","N","N","N","N"
"01035","621210",6,"N","N",4,"N","N","N","N","N","N"
"01035","6213//",9,7,"N","N","N","N","N","N","N","N"
"01035","62131/",3,3,"N","N","N","N","N","N","N","N"
"01035","621310",3,3,"N","N","N","N","N","N","N","N"
"01035","62134/",4,"N","N","N","N","N","N","N","N","N"
"01035","621340",4,"N","N","N","N","N","N","N","N","N"
"01035","623///",9,"N",4,"N","N","N","N","N","N","N"
"01035","6232//",8,"N",4,"N","N","N","N","N","N","N"
"01035","62321/",6,"N","N","N","N","N","N","N","N","N"
"01035","623210",6,"N","N","N","N","N","N","N","N","N"
"01035","624///",9,3,"N",3,"N","N","N","N","N","N"
"01035","6241//",5,"N","N","N","N","N","N","N","N","N"
"01035","62412/",3,"N","N","N","N","N","N","N","N","N"
"01035","624120",3,"N","N","N","N","N","N","N","N","N"
"01035","6244//",3,"N","N","N","N","N","N","N","N","N"
"01035","62441/",3,"N","N","N","N","N","N","N","N","N"
"01035","624410",3,"N","N","N","N","N","N","N","N","N"
"01035","71----",9,5,"N","N","N","N","N","N","N","N"
"01035","713///",8,4,"N","N","N","N","N","N","N","N"
"01035","7139//",6,"N","N","N","N","N","N","N","N","N"
"01035","71394/",4,"N","N","N","N","N","N","N","N","N"
"01035","713940",4,"N","N","N","N","N","N","N","N","N"
"01035","72----",44,4,7,13,18,"N","N","N","N","N"
"01035","721///",7,"N","N","N",4,"N","N","N","N","N"
"01035","7211//",7,"N","N","N",4,"N","N","N","N","N"
"01035","72111/",7,"N","N","N",4,"N","N","N","N","N"
"01035","721110",7,"N","N","N",4,"N","N","N","N","N"
"01035","722///",37,4,6,11,14,"N","N","N","N","N"
"01035","7225//",36,4,6,11,13,"N","N","N","N","N"
"01035","72251/",36,4,6,11,13,"N","N","N","N","N"
"01035","722511",13,"N","N",4,5,"N","N","N","N","N"
"01035","722513",15,"N",4,"N",7,"N","N","N","N","N"
"01035","722515",8,"N","N",5,"N","N","N","N","N","N"
"01035","81----",29,18,7,3,"N","N","N","N","N","N"
"01035","811///",6,4,"N","N","N","N","N","N","N","N"
"01035","8111//",6,4,"N","N","N","N","N","N","N","N"
"01035","81112/",3,3,"N","N","N","N","N","N","N","N"
"01035","811121",3,3,"N","N","N","N","N","N","N","N"
"01035","812///",12,9,"N","N","N","N","N","N","N","N"
"01035","8121//",7,5,"N","N","N","N","N","N","N","N"
"01035","81211/",4,3,"N","N","N","N","N","N","N","N"
"01035","812112",3,"N","N","N","N","N","N","N","N","N"
"01035","81219/",3,"N","N","N","N","N","N","N","N","N"
"01035","8129//",3,"N","N","N","N","N","N","N","N","N"
"01035","813///",11,5,5,"N","N","N","N","N","N","N"
"01035","8131//",3,"N",3,"N","N","N","N","N","N","N"
"01035","81311/",3,"N",3,"N","N","N","N","N","N","N"
"01035","813110",3,"N",3,"N","N","N","N","N","N","N"
"01035","8139//",3,"N","N","N","N","N","N","N","N","N"
"01036","------",119,78,25,8,4,3,"N","N","N","N"
"01036","23----",30,23,6,"N","N","N","N","N","N","N"
"01036","236///",8,6,"N","N","N","N","N","N","N","N"
"01036","2361//",7,6,"N","N","N","N","N","N","N","N"
"01036","23611/",7,6,"N","N","N","N","N","N","N","N"
"01036","236118",6,5,"N","N","N","N","N","N","N","N"
"01036","238///",22,17,4,"N","N","N","N","N","N","N"
"01036","2382//",9,5,3,"N","N","N","N","N","N","N"
"01036","23821/",6,"N",3,"N","N","N","N","N","N","N"
"01036","238210",6,"N",3,"N","N","N","N","N","N","N"
"01036","23822/",3,3,"N","N","N","N","N","N","N","N"
"01036","238220",3,3,"N","N","N","N","N","N","N","N"
"01036","2389//",10,10,"N","N","N","N","N","N","N","N"
"01036","23891/",7,7,"N","N","N","N","N","N","N","N"
"01036","238910",7,7,"N","N","N","N","N","N","N","N"
"01036","23899/",3,3,"N","N","N","N","N","N","N","N"
"01036","238990",3,3,"N","N","N","N","N","N","N","N"
"01036","31----",4,3,"N","N","N","N","N","N","N","N"
"01036","44----",11,8,"N","N","N","N","N","N","N","N"
"01036","441///",4,3,"N","N","N","N","N","N","N","N"
"01036","4411//",3,"N","N","N","N","N","N","N","N","N"
"01036","44112/",3,"N","N","N","N","N","N","N","N","N"
"01036","441120",3,"N","N","N","N","N","N","N","N","N"
"01036","445///",4,"N","N","N","N","N","N","N","N","N"
"01036","52----",6,3,3,"N","N","N","N","N","N","N"
"01036","524///",4,3,"N","N","N","N","N","N","N","N"
"01036","5242//",4,3,"N","N","N","N","N","N","N","N"
"01036","53----",3,3,"N","N","N","N","N","N","N","N"
"01036","531///",3,3,"N","N","N","N","N","N","N","N"
"01036","54----",7,4,"N","N","N","N","N","N","N","N"
"01036","541///",7,4,"N","N","N","N","N","N","N","N"
"01036","56----",24,16,5,"N","N","N","N","N","N","N"
"01036","561///",21,15,4,"N","N","N","N","N","N","N"
"01036","5617//",19,15,4,"N","N","N","N","N","N","N"
"01036","56173/",16,13,3,"N","N","N","N","N","N","N"
"01036","561730",16,13,3,"N","N","N","N","N","N","N"
"01036","562///",3,"N","N","N","N","N","N","N","N","N"
"01036","62----",5,"N","N","N","N","N","N","N","N","N"
"01036","72----",9,3,"N",3,"N","N","N","N","N","N"
"01036","722///",9,3,"N",3,"N","N","N","N","N","N"
"01036","7225//",9,3,"N",3,"N","N","N","N","N","N"
"01036","72251/",9,3,"N",3,"N","N","N","N","N","N"
"01036","722511",4,"N","N","N","N","N","N","N","N","N"
"01036","722513",4,3,"N","N","N","N","N","N","N","N"
"01036","81----",12,8,3,"N","N","N","N","N","N","N"
"01036","811///",4,4,"N","N","N","N","N","N","N","N"
"01036","8111//",4,4,"N","N","N","N","N","N","N","N"
"01036","81112/",3,3,"N","N","N","N","N","N","N","N"
"01036","811121",3,3,"N","N","N","N","N","N","N","N"
"01036","812///",3,3,"N","N","N","N","N","N","N","N"
"01036","8121//",3,3,"N","N","N","N","N","N","N","N"
"01036","813///",5,"N",3,"N","N","N","N","N","N","N"
"01036","8131//",4,"N","N","N","N","N","N","N","N","N"
"01036","81311/",4,"N","N","N","N","N","N","N","N","N"
"01036","813110",4,"N","N","N","N","N","N","N","N","N"
"01037","------",20,11,4,"N","N","N","N","N","N","N"
"01037","23----",7,3,3,"N","N","N","N","N","N","N"
"01037","238///",5,"N","N","N","N","N","N","N","N","N"
"01037","2381//",3,"N","N","N","N","N","N","N","N","N"
"01038","------",65,29,14,10,9,"N","N","N","N","N"
"01038","23----",13,5,6,"N","N","N","N","N","N","N"
"01038","236///",3,"N","N","N","N","N","N","N","N","N"
"01038","2361//",3,"N","N","N","N","N","N","N","N","N"
"01038","23611/",3,"N","N","N","N","N","N","N","N","N"
"01038","238///",9,4,4,"N","N","N","N","N","N","N"
"01038","2382//",5,"N",3,"N","N","N","N","N","N","N"
"01038","23822/",4,"N","N","N","N","N","N","N","N","N"
