zip,property_value_avg
46123,251651
23235,282945
90505,1055539
95843,415462
37922,391611
75605,202040
84123,398764
85233,377455
85213,394918
33710,265936
34109,384011
30344,196477
90808,776285
1545,482737
97527,346689
36532,329290
78218,164750
43221,368905
90403,1508792
34491,193947
7017,311682
18018,193041
53218,107095
29715,303120
92058,541559
95833,367759
28405,236723
77054,136321
22031,638724
28348,165483
23323,297534
97526,323857
82009,397723
77304,250565
80209,833245
8302,147286
34759,204736
12590,351249
91387,632571
32404,195617
72762,224299
60103,302901
29605,198380
84106,468868
18704,122150
48224,47143
98117,913720
10455,395122
2184,568837
18966,413575
71106,168030
47714,103675
96707,680859
59715,626396
1852,336269
46074,348563
80128,490432
34113,317194
3820,348740
13501,133050
95129,1943135
31602,126224
17011,228911
48601,29153
20109,333565
29708,371403
27534,167151
78541,135731
43614,140284
32092,326284
66048,170962
75220,356709
71360,144360
21703,307378
10583,1207498
6066,221878
48186,149631
20120,536063
80206,760710
97214,635919
98032,430191
70817,238323
44121,120472
88001,138204
85037,246923
54311,241050
97322,300670
78418,238509
60137,388167
30189,304046
98059,697295
21157,349110
17402,224504
92102,549185
78729,386568
99223,385176
98155,681683
77056,592462
31406,194087
84003,478890
75087,321789
49855,223726
98006,1165846
21784,430676
22980,196436
60504,227260
1702,406731
80920,418715
45503,130477
15001,149879
39042,209650
95307,349952
54901,138640
50265,237861
2864,353451
80916,268181
89178,346336
85718,527296
33060,291304
92612,767778
2446,988737
93612,275300
28677,163496
97478,334204
99507,336240
77092,243599
15401,126363
68521,215071
32503,207480
19904,238934
10301,565355
85257,405470
72143,142817
59801,352146
88011,261661
32114,134925
51501,126602
33756,254584
94583,1365706
34285,314733
32812,302188
53186,234147
8332,143864
37203,444743
90744,534240
71730,91079
94534,586424
34208,232520
84120,346030
78108,260113
21403,464165
34243,301316
8807,495860
63010,185403
3102,275647
30087,248022
10075,985589
27540,358774
8080,280203
32250,437453
17111,197122
80226,467375
11590,559764
80031,440061
97404,345240
50010,230806
40165,218218
35244,335613
45036,270887
62269,220232
75038,320583
76065,326254
23832,274664
30342,653801
63011,332244
77354,332632
57401,174779
44039,220629
37312,222125
75701,159946
60202,351444
63125,154290
11757,442293
59601,300862
53719,307383
30238,155748
80003,445513
93635,358246
94954,723542
3104,316452
54729,225733
33905,199103
89183,310513
47715,171981
85023,309402
76706,171591
23059,445071
30329,439350
57103,212375
66614,166721
46168,233524
86001,427473
78596,113933
32904,280942
33462,271199
30014,191071
21217,114941
31904,137327
27104,262541
44105,40512
7060,338829
60586,257070
98002,390126
44266,149706
80503,581211
46062,297247
34108,698070
44221,142391
92543,256235
47802,124148
23503,226546
29486,242674
98312,368999
53212,139150
16601,99447
24540,87446
95835,470734
28031,354713
13126,114927
91748,720787
29455,445732
44312,128658
53151,317812
63109,219890
91306,660337
29301,158987
77365,233036
89113,344356
92591,519018
95765,576965
44004,88517
85339,307760
56601,201802
85746,204816
40245,373167
85367,231821
76248,427680
36535,198706
62234,141981
30046,228056
15212,154012
92374,439211
20815,1161755
6513,171356
32082,574726
32571,236851
60612,313323
97233,347312
48124,160216
90035,1716141
27302,228335
1841,322164
32205,200000
30341,401328
19901,223326
11520,469571
44070,195938
44601,112105
15701,164901
23321,287214
98031,507490
91607,1048546
77377,292774
66049,284167
75904,134630
10012,1746672
92570,389488
29456,211466
75230,661420
7666,456967
2893,258785
37830,175888
80010,339095
98203,475473
10705,567015
78415,138463
79416,155748
19114,254563
62301,106791
80027,671346
32578,343345
48178,368552
73012,242611
1930,532049
77074,192917
70806,218392
43613,109683
72204,84670
33029,467898
99163,353181
54880,139921
7202,321184
48312,231670
92240,259427
48195,146369
24112,78647
96792,482523
13502,132337
33140,502137
34104,245338
65301,105548
91311,733680
18951,302366
37217,240242
25801,85329
90007,829544
94531,633804
27511,328264
85212,401056
28079,286120
48642,215687
55122,316531
94561,626680
14086,264948
53132,306299
45103,215234
46222,73720
16101,76296
98683,432300
78717,452188
95128,1249280
92879,509189
32065,243891
19606,202895
37814,157356
90012,628084
28052,138554
85741,242706
48313,228940
40218,160937
28358,90639
98229,526486
92703,609891
77381,368174
95695,425139
30117,177348
49417,267586
77520,141679
4103,357857
95134,1026566
94061,1680777
97213,522370
10801,598425
93012,644437
55418,309487
28409,317564
91362,892339
98116,846733
61401,71698
77025,412612
95401,581767
60007,294285
53402,179826
93292,277953
33764,271506
30542,277527
33404,262612
15236,204685
77389,343661
95688,561052
95380,347147
98604,462089
85258,596894
92410,308740
37110,135676
98926,352127
45150,223833
32541,447120
72653,141160
34683,335096
37206,401712
34957,314391
6405,288033
8618,137136
80601,416550
28211,614466
77706,193035
71270,167932
29841,154484
91701,629932
46033,398900
64068,235123
33619,184323
60565,410143
33713,247923
98144,788951
34287,200434
94401,1184661
27614,447002
55433,267330
8723,309907
37876,258041
81301,477226
30161,131653
35209,404936
65714,225230
20817,1065357
3038,344324
78210,164711
85143,277825
28734,187960
85140,304957
84065,505316
74105,226056
20735,350232
62002,80570
98370,509892
76006,293856
11040,717253
29349,195372
90048,1991434
49341,314726
37160,178469
96786,692103
39532,179719
20010,786481
92707,598729
77571,195922
74074,185456
19152,249849
33990,243106
43214,343425
33169,300650
80017,361794
19047,410520
94043,1571022
76013,237196
67203,116037
50310,182024
2904,267191
40511,202729
92107,1105401
33137,432532
75252,429067
30308,299789
32086,259554
33143,554838
20746,291276
19083,395535
32958,240773
48021,114779
34684,243433
49505,205968
22701,297661
93401,770263
48071,166321
54401,164646
35601,112793
6053,176901
94131,1668083
39120,96333
33813,268698
55109,275444
72032,155728
93555,223254
92571,369459
75077,356768
80521,422363
94014,1006299
78727,421956
77073,181730
21742,244588
72956,123249
2908,266429
44133,244726
47304,138008
21136,315057
11357,825028
90620,682992
45215,169154
42001,152268
96001,319495
11756,495123
2816,297082
71112,137656
33709,199794
20170,547525
33162,311785
93458,412466
97211,543052
91505,902529
63130,221169
7731,397157
32168,266599
92867,826252
33334,321270
75033,433652
85048,423659
84062,429164
20783,367908
40241,313106
90068,1578290
35603,195723
91107,1017532
33071,414351
70454,179657
2118,935090
60107,223786
7740,471075
30060,224876
77493,252198
39180,127314
30030,530594
48640,152496
30315,195709
54914,189172
10454,648640
97703,734510
1810,700823
22630,268741
91750,732053
53208,147958
33705,240547
90032,699099
36832,225744
50701,143323
29642,227602
56401,196903
60901,106911
93036,571108
77380,261027
23229,345599
62025,231980
32301,146614
3301,289036
60517,288655
85014,352887
60543,279490
92264,427424
38104,255488
33801,163145
85323,274569
61032,70943
96814,554418
60446,220924
46544,137384
28270,434201
28056,240753
34608,192533
36303,128008
30265,266523
32211,178232
97236,368975
79763,144212
85395,411593
71901,139832
22203,726379
91206,952349
37803,245154
33823,200822
65401,152526
33903,193259
19013,47844
60659,366214
34134,505286
94520,443977
90807,718543
55311,396725
10305,558125
77093,143480
60005,358414
37923,254438
60060,250868
2886,279238
24073,201774
19426,409380
89135,481638
61107,132125
54016,343245
8820,531832
78539,168483
14304,140581
71603,70777
96740,583327
85298,484431
50322,226200
92806,720308
45417,39878
20877,391190
19116,298298
76132,332592
32909,214270
1701,503548
44805,145482
27804,145573
98201,415802
85392,301853
20007,1175637
84081,431232
77566,217997
49426,292489
33432,684398
32810,226165
33460,250921
77340,207908
33803,210105
92203,397933
59105,295047
43560,227033
14626,170685
29406,188631
7109,356932
81005,237487
33069,180993
92831,730721
42071,140357
34990,411458
85268,476863
44281,224305
6489,281372
77034,178093
27253,179036
90033,572950
22102,757609
95116,795602
90063,564879
2150,413331
60174,287682
44106,150325
42141,132874
93905,486846
47711,133175
92113,483192
34758,226544
15146,171354
50401,104342
98662,377906
92065,610931
84067,313616
90001,460855
95209,398522
14424,231000
87107,237213
48507,70658
30005,484475
80602,529791
98168,472810
63108,329217
90806,608433
32208,119391
98444,350986
6614,303954
15227,159429
95337,505355
93001,715175
46142,235046
14226,210935
2720,310255
94952,896535
1020,232768
95662,455926
78633,359924
19141,159626
60101,272478
80202,563190
95901,294812
32312,332535
32570,183233
6340,247422
29582,258722
95661,551557
70123,284816
74820,106747
78731,845581
3060,316211
28752,149606
94133,1359759
77382,399639
95382,401754
80111,734151
91790,614339
79915,111391
21227,240809
30312,387781
75039,476177
34114,310469
19026,219472
48174,154726
10550,457381
30078,249227
92629,1100209
29212,190606
95301,310168
21239,164681
68134,194225
80917,317469
43420,121570
27205,172718
19136,193496
77477,219093
55432,270972
48152,251116
77019,569263
49022,128336
78626,288461
84403,322759
80026,549962
5401,414035
34986,272218
12203,227740
33837,245502
29609,250812
33351,258869
34652,148302
91789,822090
91104,945743
95482,444000
6770,221575
30068,475489
90220,487307
95361,437899
40502,393308
93245,287482
37664,161875
94941,1733486
94526,1425720
76543,119372
33076,561244
23606,262879
77351,140655
53216,115969
61614,134063
30274,132922
42003,108852
68506,210046
95820,340597
29680,239210
11779,430186
33317,371352
89511,781826
27455,258131
98290,612001
29550,105471
92270,574122
46201,106395
48237,175744
58501,235124
33770,261911
61821,134286
60532,316531
34689,275042
43220,352587
83440,287939
32080,380718
29640,174276
55404,254575
95351,283492
95407,568307
96813,693063
21144,397544
43040,259644
31204,66683
11105,975215
96080,249528
97355,301749
6611,421989
60046,226065
44128,74688
64119,178807
78132,444884
68025,162858
46217,190202
26301,82169
80239,375206
24012,152606
55343,308423
53562,436707
98513,380320
75238,442126
91350,630508
33913,312121
23518,240861
98499,375173
10465,531055
8016,244458
94588,1115570
21212,273905
96002,307894
67846,178638
90017,714445
58601,272255
37072,282844
78043,136060
90038,1134825
19138,169154
97304,375966
65536,132205
80907,329158
80260,344829
60652,218106
17522,245678
75051,186601
20706,359454
48603,155059
98030,477243
71107,104728
76903,93937
46614,157441
78221,142731
45005,172645
85203,325226
50014,270300
90242,608938
95370,328900
15102,241188
49546,359475
23505,241777
62703,77655
73703,140925
89002,355258
46825,172592
98119,1026434
90230,1114426
95945,437262
44515,121184
34606,182853
48236,320006
6111,240903
85050,423423
11364,490827
91326,892189
2062,550780
32607,212679
46235,149204
33055,315178
91711,753274
86406,355189
10573,635699
95834,444160
70068,157804
92807,819110
80120,512889
72601,131370
55372,405441
32277,212638
68701,171669
33156,829899
98027,852141
20901,505761
97520,484572
76049,298783
46342,166891
63128,283149
47274,157161
40503,236997
70809,234252
19154,258896
46151,195015
48067,281297
53546,212278
97420,241983
55016,307850
72209,83273
45459,249892
48322,323655
29707,343991
55118,309594
91773,703225
75010,363124
66213,393792
89107,250013
91001,990300
91355,625656
94070,1991089
60098,221360
2136,510414
46218,65238
98038,570276
53142,220907
95409,706597
91754,753979
60525,406062
8742,510103
84604,432225
62226,117070
16066,353454
52601,94949
11704,456636
19713,236532
30705,144683
23453,266959
14127,288610
54302,155967
74403,87274
85009,189867
24541,88124
44313,183859
65721,216490
90301,594289
2125,568310
19087,587954
29745,238557
27517,446748
60441,234718
64114,232261
31404,153750
69101,148642
95120,1636891
33594,256723
33441,286583
72704,224209
32720,223670
16602,100675
48234,33895
92108,461503
95966,261099
76901,142105
7840,320709
2840,593705
28209,463762
61008,157350
19151,184762
73159,134787
29625,172948
40701,110593
68116,289433
33138,500618
97321,366700
83705,357978
55422,286963
15217,377227
49548,174684
77550,237979
35810,107421
7032,398029
97306,366329
20886,305020
60169,266333
14621,68947
60451,314503
53705,394627
74063,151278
70094,135495
83605,274364
53217,389491
80237,498098
45701,181564
52761,132608
32309,287341
97603,220504
89011,343021
52501,76526
30310,264449
28560,161831
97267,441134
93705,240281
80550,447503
12309,271781
93101,1014482
43537,201902
80214,475047
85750,447322
99508,290241
57108,343137
70501,77236
91316,807051
30215,315438
78573,141153
27332,175305
26101,85205
46205,220499
37067,552819
35806,271247
45429,191584
44129,140949
64015,230750
79720,131239
96782,786066
79605,130127
54304,163787
91941,730446
30741,122566
13090,178624
40004,179192
19002,468006
21237,241682
84095,577929
92651,2445715
11554,550005
8865,194184
90064,1810109
92220,291048
22042,606513
33326,376337
28278,336367
77075,194406
80104,475818
2368,433425
70005,362899
30214,267124
78582,67244
19135,168466
14534,312933
33579,269920
2919,288739
21009,290249
3079,404134
74464,113698
99207,217364
93561,316704
92637,363928
34223,299655
97203,427800
32937,364017
56308,255109
45420,111755
23233,369490
97266,356883
48212,69520
50158,109796
76401,177083
34238,376214
94903,1154838
22306,532455
43612,71618
61604,70730
49507,162700
87106,273483
56301,229323
80218,518793
49024,217046
41011,196174
6512,230224
32807,232556
77598,201884
33542,155564
90504,813180
33407,219056
89081,304335
34743,239906
48446,181680
93638,244431
8043,321675
76053,230447
37086,233924
30045,266364
89130,324077
21075,379279
7107,343417
66044,186112
80910,251861
79106,123940
68164,218900
53223,146020
60050,201947
43212,394341
55421,257592
2453,634830
92131,949987
77489,174965
48091,122783
68123,243787
22601,223832
29611,137549
33434,169591
81504,258868
55116,393739
78705,360941
75234,275871
23513,196742
14616,131814
93422,588924
77536,213592
19119,315117
37659,205382
80122,523693
81001,167750
46804,211947
62959,118525
64151,250838
21811,291060
91780,828856
37172,224471
8648,290625
19050,171837
49506,293962
43209,315858
35211,45491
95682,554352
83616,640439
78212,257472
17046,159009
37931,275966
21225,160499
16509,172374
20745,303621
54303,144517
93702,184449
12303,206388
55443,314238
89141,385897
7011,385665
33073,369868
44052,78868
94602,1082579
33409,203257
92110,773836
45662,62558
20782,383037
97471,264236
67217,115385
45230,224795
60714,323694
2474,831140
79904,122564
46268,184852
38506,206153
33183,273993
33907,158310
60189,372758
95122,805729
60142,277868
7747,433184
78552,140048
43050,148764
60527,386069
78634,259811
70607,160548
27545,245982
50501,90007
85331,576297
89134,367487
73162,205366
48162,167329
60631,378528
29440,165690
32117,158198
17202,216717
33809,222083
20164,452761
20155,539509
90604,632821
58554,248052
44125,90913
38117,238078
92701,556842
45365,136252
11717,406408
46516,125034
83843,347601
89503,371423
31601,61558
91739,730507
53140,164554
75604,152191
2038,498897
60656,341239
55904,222159
90002,453619
27889,145453
10704,538768
6033,347810
11358,890336
