SizeRank,Zip,RegionType,StateName,State,City,Metro,CountyName,ZHVI_3mo
31540,86433,Zip,AZ,AZ,Peach Springs,Lake Havasu City-Kingman,Mohave County,136835
31540,68381,Zip,NE,NE,Liberty,Beatrice,Gage County,78097
31540,84076,Zip,UT,UT,Lapoint,Vernal,Uintah County,235884
31540,85619,Zip,AZ,AZ,Benson,Sierra Vista-Douglas,Cochise County,377103
31540,99131,Zip,WA,WA,Gifford,Spokane-Spokane Valley,Stevens County,289702
31540,54933,Zip,WI,WI,Embarrass,,Waupaca County,106818
31540,59633,Zip,MT,MT,Canyon Creek,Helena,Lewis and Clark County,325398
31540,51520,Zip,IA,IA,Arion,,Crawford County,92035
31566,15544,Zip,PA,PA,Jenner Township,Somerset,Somerset County,81940
31566,64165,Zip,MO,MO,Kansas City,Kansas City,Jackson County,311041
31566,58004,Zip,ND,ND,Amenia,Fargo,Cass County,153680
31566,58479,Zip,ND,ND,Rogers,,Barnes County,117706
31566,63784,Zip,MO,MO,Vanduser,Sikeston,Scott County,73637
31566,81033,Zip,CO,CO,Ordway,,Crowley County,42823
31566,14732,Zip,NY,NY,Town Of Ellington,Jamestown-Dunkirk-Fredonia,Chautauqua County,77894
31566,61416,Zip,IL,IL,Bardolph,Macomb,McDonough County,30818
31566,83657,Zip,ID,ID,Ola,Boise City,Gem County,330443
31566,16223,Zip,PA,PA,Mahoning Township,Pittsburgh,Armstrong County,73499
31566,61743,Zip,IL,IL,Graymont,Pontiac,Livingston County,124228
31566,82838,Zip,WY,WY,Parkman,Sheridan,Sheridan County,317529
31566,43077,Zip,OH,OH,Unionville Center,Columbus,Union County,132675
31566,95735,Zip,CA,CA,Twin Bridges,Sacramento--Roseville--Arden-Arcade,El Dorado County,323128
31566,47875,Zip,IN,IN,Dana,Terre Haute,Vermillion County,35986
31566,25008,Zip,WV,WV,Artie,Beckley,Raleigh County,40220
31566,24867,Zip,WV,WV,Mullens,,Wyoming County,21577
31566,50239,Zip,IA,IA,Saint Anthony,Marshalltown,Marshall County,99703
31566,26224,Zip,WV,WV,Helvetia,Elkins,Randolph County,45194
31566,43458,Zip,OH,OH,Rocky Ridge,Port Clinton,Ottawa County,61008
31566,14169,Zip,NY,NY,Wales,Buffalo-Cheektowaga-Niagara Falls,Erie County,242795
31566,26138,Zip,WV,WV,Big Bend,,Calhoun County,53308
31566,25612,Zip,WV,WV,Lyburn,Logan,Logan County,76215
31566,43111,Zip,OH,OH,Nelsonville,Athens,Athens County,52157
31566,14774,Zip,NY,NY,Richburg,,Allegany County,53904
31566,16940,Zip,PA,PA,Nelson Township,,Tioga County,160944
31606,18916,Zip,PA,PA,Plumstead Township,Philadelphia-Camden-Wilmington,Bucks County,408698
31606,4271,Zip,ME,ME,Paris,,Oxford County,229251
31606,43350,Zip,OH,OH,Sparta,Columbus,Morrow County,120883
31606,68974,Zip,NE,NE,Ruskin,,Nuckolls County,81457
31606,47382,Zip,IN,IN,Winchester,,Randolph County,39137
31606,72679,Zip,AR,AR,Tilly,Russellville,Pope County,103912
31606,41226,Zip,KY,KY,Keaton,,Johnson County,56296
31606,62537,Zip,IL,IL,Harristown,Decatur,Macon County,80392
31606,24322,Zip,VA,VA,Cripple Creek,,Wythe County,95868
31606,36473,Zip,AL,AL,Repton,,Conecuh County,108606
31606,38844,Zip,MS,MS,Gattman,,Monroe County,84339
31606,76388,Zip,TX,TX,Weinert,,Haskell County,46452
31606,59733,Zip,MT,MT,Goldcreek,,Powell County,282188
31606,77432,Zip,TX,TX,Danevang,El Campo,Wharton County,96771
31606,22741,Zip,VA,VA,Stevensburg,Washington-Arlington-Alexandria,Culpeper County,303887
31606,65660,Zip,MO,MO,Graff,,Wright County,177435
31606,50117,Zip,IA,IA,Hamlin,,Audubon County,140994
31606,65327,Zip,MO,MO,Emma,Kansas City,Lafayette County,119371
31606,18084,Zip,PA,PA,Green Lane,Philadelphia-Camden-Wilmington,Montgomery County,259648
31606,22530,Zip,VA,VA,Heathsville,,Northumberland County,466326
31606,56325,Zip,MN,MN,Elrosa,St. Cloud,Stearns County,146516
31606,15750,Zip,PA,PA,Burrell Township,Indiana,Indiana County,74467
31606,56089,Zip,MN,MN,Twin Lakes,Albert Lea,Freeborn County,94421
31606,47226,Zip,IN,IN,Columbus,Columbus,Bartholomew County,114354
31606,22948,Zip,VA,VA,Culpeper,Washington-Arlington-Alexandria,Culpeper County,291194
31606,3291,Zip,NH,NH,Nottingham,Boston-Cambridge-Newton,Rockingham County,354469
31606,96017,Zip,CA,CA,Castella,Redding,Shasta County,211055
31606,44850,Zip,OH,OH,Willard,Norwalk,Huron County,83574
31606,45789,Zip,OH,OH,Wingett Run,Marietta,Washington County,88581
31646,40339,Zip,KY,KY,Versailles,Lexington-Fayette,Woodford County,71309
31646,50545,Zip,IA,IA,Hardy,,Humboldt County,113866
31646,49075,Zip,MI,MI,Sturgis,Sturgis,Saint Joseph County,101277
31646,58775,Zip,ND,ND,Parshall,,Mountrail County,134883
31646,30451,Zip,GA,GA,Pulaski,,Candler County,111021
31646,79003,Zip,TX,TX,Allison,,Wheeler County,130356
31646,14707,Zip,NY,NY,Town Of Alma,,Allegany County,34924
31646,63782,Zip,MO,MO,Sturdivant,Cape Girardeau,Bollinger County,116603
31646,26339,Zip,WV,WV,Center Point,Clarksburg,Doddridge County,62390
31646,95720,Zip,CA,CA,Kyburz,Sacramento--Roseville--Arden-Arcade,El Dorado County,305091
31646,42758,Zip,KY,KY,Campbellsville,Campbellsville,Taylor County,65273
31646,62517,Zip,IL,IL,Bulpitt,Taylorville,Christian County,44063
31646,74636,Zip,OK,OK,Deer Creek,,Grant County,71396
31646,18340,Zip,PA,PA,Westfall Township,New York-Newark-Jersey City,Pike County,215292
31646,76888,Zip,TX,TX,Voss,,Coleman County,78405
31646,65589,Zip,MO,MO,Yukon,,Texas County,139299
31646,16217,Zip,PA,PA,Barnett Township,,Forest County,108093
31646,24464,Zip,VA,VA,Montebello,Charlottesville,Nelson County,255241
31646,52307,Zip,IA,IA,Amana,,Iowa County,173567
31674,18212,Zip,PA,PA,East Penn Township,Allentown-Bethlehem-Easton,Carbon County,162138
31674,98609,Zip,WA,WA,Kelso,Longview,Cowlitz County,300252
31674,15962,Zip,PA,PA,Wilmore,Johnstown,Cambria County,72849
31674,51452,Zip,IA,IA,Lidderdale,Carroll,Carroll County,79148
31674,61276,Zip,IL,IL,Sherrard,Davenport-Moline-Rock Island,Mercer County,149428
31674,59462,Zip,MT,MT,Moccasin,,Judith Basin County,225819
31674,16937,Zip,PA,PA,Harrison Township,,Potter County,78070
31674,45888,Zip,OH,OH,Wapakoneta,Wapakoneta,Auglaize County,82544
31674,93287,Zip,CA,CA,Woody,Bakersfield,Kern County,284460
31674,4541,Zip,ME,ME,Bristol,,Lincoln County,448647
31674,26230,Zip,WV,WV,Pickens,Elkins,Randolph County,30538
31674,52221,Zip,IA,IA,Guernsey,,Poweshiek County,128135
31674,24974,Zip,WV,WV,Ronceverte,,Greenbrier County,99357
31674,21718,Zip,MD,MD,Burkittsville,Washington-Arlington-Alexandria,Frederick County,288784
31674,22729,Zip,VA,VA,Rapidan,Washington-Arlington-Alexandria,Culpeper County,235587
31674,46345,Zip,IN,IN,La Porte,Michigan City-La Porte,La Porte County,110240
31674,99152,Zip,WA,WA,Metaline,Spokane-Spokane Valley,Pend Oreille County,163595
31674,47574,Zip,IN,IN,Rome,,Perry County,104837
31674,80801,Zip,CO,CO,Anton,,Washington County,135718
31674,61435,Zip,IL,IL,Gerlaw,,Warren County,104462
31711,64072,Zip,MO,MO,Missouri City,Kansas City,Clay County,118818
31711,15756,Zip,PA,PA,Jacksonville,Indiana,Indiana County,43259
31711,39771,Zip,MS,MS,Walthall,,Webster County,118583
31711,60144,Zip,IL,IL,Kaneville,Chicago-Naperville-Elgin,Kane County,293301
31711,56711,Zip,MN,MN,Angle Inlet,,Lake of the Woods County,167224
31711,24898,Zip,WV,WV,Pineville,,Wyoming County,65497
31711,1347,Zip,MA,MA,Montague,Greenfield Town,Franklin County,138095
31711,75858,Zip,TX,TX,Ratcliff,,Houston County,99082
31711,98621,Zip,WA,WA,Grays River,,Wahkiakum County,236696
31711,20627,Zip,MD,MD,Leonardtown,California-Lexington Park,Saint Marys County,300824
31711,16633,Zip,PA,PA,Broad Top Township,,Bedford County,86758
31711,99643,Zip,AK,AK,Old Harbor,,Kodiak Island Borough,118586
31711,74837,Zip,OK,OK,Cromwell,,Seminole County,47167
31711,15770,Zip,PA,PA,Ringgold Township,,Jefferson County,103529
31711,2713,Zip,MA,MA,Gosnold,Vineyard Haven,Dukes County,920809
31711,63330,Zip,MO,MO,Annada,,Pike County,52302
31711,45352,Zip,OH,OH,Palestine,Greenville,Darke County,64176
31711,41762,Zip,KY,KY,Bear Branch,,Clay County,38498
31711,45899,Zip,OH,OH,Ohio City,Van Wert,Van Wert County,42919
31711,68364,Zip,NE,NE,Goehner,Lincoln,Seward County,134573
31711,64441,Zip,MO,MO,Martinsville,,Harrison County,175723
31711,43317,Zip,OH,OH,Fredericktown,Mount Vernon,Knox County,119225
31711,47392,Zip,IN,IN,Richmond,Richmond,Wayne County,107720
31711,88338,Zip,NM,NM,Capitan,Ruidoso,Lincoln County,224603
31711,16733,Zip,PA,PA,Hamlin Township,Bradford,McKean County,38094
31711,61848,Zip,IL,IL,Henning,Danville,Vermilion County,47436
31711,7880,Zip,NJ,NJ,Great Meadows-Vienna,Allentown-Bethlehem-Easton,Warren County,250723
31711,19478,Zip,PA,PA,Spring Mount,Philadelphia-Camden-Wilmington,Montgomery County,284933
31711,80823,Zip,CO,CO,Karval,,Lincoln County,134209
31711,62841,Zip,IL,IL,Freeman Spur,Carbondale-Marion,Williamson County,46475
31749,75658,Zip,TX,TX,Joinerville,Longview,Rusk County,118914
31749,7961,Zip,AZ,AZ,Payson,Payson,Gila County,418313
31749,62266,Zip,IL,IL,New Baden,St. Louis,Clinton County,113869
31749,25048,Zip,WV,WV,Colcord,Beckley,Raleigh County,34104
31749,50527,Zip,IA,IA,Curlew,,Palo Alto County,152665
31749,25028,Zip,WV,WV,Bob White,Charleston,Boone County,35090
31749,24854,Zip,WV,WV,Naoma,Beckley,Raleigh County,24876
31749,56335,Zip,MN,MN,Greenwald,St. Cloud,Stearns County,141868
31749,43325,Zip,OH,OH,Galion,Bucyrus,Crawford County,83732
31749,51340,Zip,IA,IA,Fostoria,Spencer,Clay County,106010
31749,12961,Zip,NY,NY,Town Of Moriah,,Essex County,106223
31749,78635,Zip,TX,TX,Johnson City,,Blanco County,840802
31749,77460,Zip,TX,TX,Wharton,El Campo,Wharton County,129807
31749,75772,Zip,TX,TX,Maydelle,Jacksonville,Cherokee County,83268
31749,15532,Zip,PA,PA,Elk Lick Township,Somerset,Somerset County,80234
31749,76884,Zip,TX,TX,Talpa,,Coleman County,56085
31749,66714,Zip,KS,KS,Benedict,,Wilson County,85673
31749,74549,Zip,OK,OK,Honobia,,Pushmataha County,119727
31749,15616,Zip,PA,PA,Greensburg,Pittsburgh,Westmoreland County,94339
31749,61475,Zip,IL,IL,Sciota,Macomb,McDonough County,67951
31781,21641,Zip,MD,MD,Denton,,Caroline County,170225
31781,77617,Zip,TX,TX,Gilchrist,Houston-The Woodlands-Sugar Land,Galveston County,239769
31781,40808,Zip,KY,KY,Big Laurel,,Leslie County,32493
31781,51637,Zip,IA,IA,College Springs,,Page County,48635
31781,93623,Zip,CA,CA,Fish Camp,,Mariposa County,388264
31781,44874,Zip,OH,OH,Savannah,Ashland,Ashland County,93516
31781,51647,Zip,IA,IA,Northboro,,Page County,72839
31781,41643,Zip,KY,KY,Garrett,,Floyd County,43046
31781,79748,Zip,TX,TX,Knott,Big Spring,Howard County,235708
31781,5447,Zip,VT,VT,Berkshire,Burlington-South Burlington,Franklin County,139240
31781,73960,Zip,OK,OK,Texhoma,Guymon,Texas County,62867
31781,66741,Zip,KS,KS,Garland,,Bourbon County,79880
31781,18039,Zip,PA,PA,Durham Township,Philadelphia-Camden-Wilmington,Bucks County,510511
31781,65461,Zip,MO,MO,Duke,Fort Leonard Wood,Pulaski County,117206
31781,97625,Zip,OR,OR,Dairy,Klamath Falls,Klamath County,243519
31781,21653,Zip,MD,MD,Easton,Easton,Talbot County,274194
31781,12069,Zip,NY,NY,Florida,Amsterdam,Montgomery County,121971
31781,50570,Zip,IA,IA,Ottosen,,Humboldt County,121087
31781,16670,Zip,PA,PA,Kimmel Township,,Bedford County,163773
31781,95417,Zip,CA,CA,Branscomb,Ukiah,Mendocino County,368711
31781,6091,Zip,CT,CT,Hartland,Hartford-West Hartford-East Hartford,Hartford County,293624
31781,17729,Zip,PA,PA,Leidy Township,Lock Haven,Clinton County,93540
31781,56654,Zip,MN,MN,Loman,,Koochiching County,145028
31818,56680,Zip,MN,MN,Spring Lake,Grand Rapids,Itasca County,181836
31818,46786,Zip,IN,IN,Wolcottville,,Lagrange County,98610
31818,66782,Zip,KS,KS,Scammon,,Cherokee County,34791
31818,15028,Zip,PA,PA,South Versailles Township,Pittsburgh,Allegheny County,87609
31818,73556,Zip,OK,OK,Martha,Altus,Jackson County,49007
31818,46965,Zip,IN,IN,Kokomo,Kokomo,Howard County,171990
31818,17256,Zip,PA,PA,Greencastle,Chambersburg-Waynesboro,Franklin County,182061
31818,81126,Zip,CO,CO,San Luis,,Costilla County,83502
31818,82063,Zip,WY,WY,Jelm,Laramie,Albany County,250749
31818,76842,Zip,TX,TX,Fredonia,,Mason County,252440
31818,68773,Zip,NE,NE,Royal,,Antelope County,114697
31818,63826,Zip,MO,MO,Steele,,Pemiscot County,96524
31818,86411,Zip,AZ,AZ,Kingman,Lake Havasu City-Kingman,Mohave County,200313
31818,54430,Zip,WI,WI,Antigo,,Langlade County,138516
31818,78960,Zip,TX,TX,La Grange,,Fayette County,296177
31818,48896,Zip,MI,MI,Mount Pleasant,Mount Pleasant,Isabella County,84902
31818,18817,Zip,PA,PA,Smithfield Township,Sayre,Bradford County,148973
31818,82059,Zip,WY,WY,Granite Canon,Cheyenne,Laramie County,428426
31818,17083,Zip,PA,PA,Quentin,Lebanon,Lebanon County,182425
31843,13426,Zip,NY,NY,Town Of Orwell,Syracuse,Oswego County,53830
31843,18239,Zip,PA,PA,Hazle Township,Scranton--Wilkes-Barre--Hazleton,Luzerne County,102775
31843,46704,Zip,IN,IN,Fort Wayne,Fort Wayne,Allen County,115273
31843,59751,Zip,MT,MT,Silver Star,,Madison County,275338
31843,51550,Zip,IA,IA,Magnolia,Omaha-Council Bluffs,Harrison County,74705
31843,67475,Zip,KS,KS,Ramona,,Marion County,49159
31843,74528,Zip,OK,OK,Blanco,McAlester,Pittsburg County,68126
31843,79239,Zip,TX,TX,Lakeview,,Hall County,56349
31843,22723,Zip,VA,VA,Madison,,Madison County,261978
31843,59440,Zip,MT,MT,Floweree,,Chouteau County,246312
31843,13301,Zip,NY,NY,Town of Boonville,Utica-Rome,Oneida County,211777
31843,98536,Zip,WA,WA,Hoquiam,Aberdeen,Grays Harbor County,206993
31843,13859,Zip,NY,NY,Town of Unadilla,Oneonta,Otsego County,103288
31843,99176,Zip,WA,WA,Thornton,Pullman,Whitman County,225937
31843,48177,Zip,MI,MI,Temperance,Monroe,Monroe County,154348
31843,72670,Zip,AR,AR,Kingston,Harrison,Newton County,127752
31843,12115,Zip,NY,NY,Town of Chatham,Hudson,Columbia County,401307
31843,18420,Zip,PA,PA,Benton Township,Scranton--Wilkes-Barre--Hazleton,Lackawanna County,191007
31843,52232,Zip,IA,IA,Hartwick,,Poweshiek County,123521
31843,24869,Zip,WV,WV,North Spring,,Wyoming County,47877
31843,47174,Zip,IN,IN,Sulphur,,Crawford County,95701
31843,18921,Zip,PA,PA,Nockamixon Township,Philadelphia-Camden-Wilmington,Bucks County,312600
31843,40849,Zip,KY,KY,Evarts,,Harlan County,33050
31843,16245,Zip,PA,PA,Redbank Township,Pittsburgh,Armstrong County,56880
31878,43902,Zip,OH,OH,Alledonia,Wheeling,Belmont County,105920
31878,74567,Zip,OK,OK,Snow,,Pushmataha County,119438
31878,15366,Zip,PA,PA,Fallowfield Township,Pittsburgh,Washington County,60170
31878,65048,Zip,MO,MO,Westphalia,Jefferson City,Osage County,154439
31878,73032,Zip,OK,OK,Dougherty,,Murray County,59445
31878,14547,Zip,NY,NY,Seneca,Rochester,Ontario County,134437
31878,76940,Zip,TX,TX,Mereta,San Angelo,Tom Green County,117379
31878,56166,Zip,MN,MN,Revere,,Redwood County,46999
31878,43446,Zip,OH,OH,Middle Bass,Port Clinton,Ottawa County,198515
31878,5050,Zip,VT,VT,Barnet,,Caledonia County,180473
31878,77473,Zip,TX,TX,San Felipe,Houston-The Woodlands-Sugar Land,Austin County,161230
31878,55950,Zip,MN,MN,Lansing,Austin,Mower County,107012
31878,30732,Zip,GA,GA,Ranger,Calhoun,Gordon County,88497
31878,72546,Zip,AR,AR,Drasco,,Cleburne County,112822
31878,22743,Zip,VA,VA,Etlan,,Madison County,192350
31878,67734,Zip,KS,KS,Gem,,Thomas County,73722
31878,25025,Zip,WV,WV,Elkview,Charleston,Kanawha County,94516
31903,13117,Zip,NY,NY,Town Of Montezuma,Auburn,Cayuga County,76962
31903,59456,Zip,MT,MT,Ledger,,Toole County,188112
31903,46959,Zip,IN,IN,Miami,Peru,Miami County,31908
31903,82323,Zip,WY,WY,Dixon,,Carbon County,207209
31903,75934,Zip,TX,TX,Camden,,Polk County,67248
31903,12007,Zip,NY,NY,Town of Coeymans,Albany-Schenectady-Troy,Albany County,268156
31903,98224,Zip,WA,WA,Gold Bar,Seattle-Tacoma-Bellevue,Snohomish County,337960
31903,4019,Zip,ME,ME,Portland,Portland-South Portland,Cumberland County,527739
31903,68403,Zip,NE,NE,Manley,Omaha-Council Bluffs,Cass County,126525
31903,46144,Zip,IN,IN,Morristown,Indianapolis-Carmel-Anderson,Shelby County,85629
31903,14041,Zip,NY,NY,Town Of Dayton,Olean,Cattaraugus County,53828
31903,80463,Zip,CO,CO,Mc Coy,Steamboat Springs,Routt County,690029
31903,67667,Zip,KS,KS,Schoenchen,Hays,Ellis County,109241
31903,42216,Zip,KY,KY,Lewisburg,,Logan County,47386
31903,16140,Zip,PA,PA,Pulaski Township,New Castle,Lawrence County,89462
31903,45055,Zip,OH,OH,Hamilton,Cincinnati,Butler County,107239
31903,73435,Zip,OK,OK,Fox,Ardmore,Carter County,62120
31903,40830,Zip,KY,KY,Harlan,,Harlan County,34612
31903,52308,Zip,IA,IA,Millersburg,,Iowa County,61937
31903,15746,Zip,PA,PA,Montgomery Township,Indiana,Indiana County,87677
31903,82725,Zip,WY,WY,Recluse,Gillette,Campbell County,287101
31903,65564,Zip,MO,MO,Solo,,Texas County,168280
31903,50231,Zip,IA,IA,Randall,,Hamilton County,103499
31903,81237,Zip,CO,CO,Ohio City,,Gunnison County,314988
31903,12964,Zip,NY,NY,Town Of Elizabethtown,,Essex County,198546
31903,50218,Zip,IA,IA,Patterson,Des Moines-West Des Moines,Madison County,92055
31903,74082,Zip,OK,OK,Vera,Bartlesville,Washington County,69871
31903,12161,Zip,NY,NY,Town Of Bethlehem,Albany-Schenectady-Troy,Albany County,194941
31903,68934,Zip,NE,NE,Deweese,,Clay County,105134
31903,21130,Zip,MD,MD,Aberdeen,Baltimore-Columbia-Towson,Harford County,235607
31903,56274,Zip,MN,MN,Norcross,,Grant County,109244
31945,47034,Zip,IN,IN,Napoleon,,Ripley County,113472
31945,18349,Zip,PA,PA,Pocono Township,East Stroudsburg,Monroe County,342355
31945,60519,Zip,IL,IL,Eola,Chicago-Naperville-Elgin,DuPage County,232017
31945,89833,Zip,NV,NV,Ruby Valley,Elko,Elko County,193196
31945,24624,Zip,VA,VA,Keen Mountain,,Buchanan County,59443
31945,13342,Zip,NY,NY,Town Of New Lisbon,Oneonta,Otsego County,145292
31945,81638,Zip,CO,CO,Hamilton,Craig,Moffat County,334744
31945,77623,Zip,TX,TX,High Island,Houston-The Woodlands-Sugar Land,Galveston County,148104
31945,72332,Zip,AR,AR,Edmondson,Memphis,Crittenden County,51338
31945,55601,Zip,MN,MN,Beaver Bay,,Lake County,238449
31945,93670,Zip,CA,CA,Visalia,Visalia-Porterville,Tulare County,173067
31945,67364,Zip,KS,KS,Tyro,Coffeyville,Montgomery County,37817
31945,53947,Zip,WI,WI,Marquette,,Green Lake County,121920
31945,63752,Zip,MO,MO,Gordonville,Cape Girardeau,Cape Girardeau County,182514
31945,65603,Zip,MO,MO,Stockton,,Cedar County,167048
31945,63770,Zip,MO,MO,Old Appleton,Cape Girardeau,Cape Girardeau County,123288
31945,15781,Zip,PA,PA,Young Township,,Jefferson County,53230
31945,7842,Zip,NJ,NJ,Rockaway Township,New York-Newark-Jersey City,Morris County,340830
31945,31003,Zip,GA,GA,Allentown,,Wilkinson County,75101
31945,24469,Zip,VA,VA,Fort Defiance,Staunton-Waynesboro,Augusta County,178019
31945,59339,Zip,MT,MT,Lindsay,,Dawson County,187815
31945,72841,Zip,AR,AR,Harvey,,Scott County,84718
31945,46796,Zip,IN,IN,Albion,Kendallville,Noble County,63534
31945,67041,Zip,KS,KS,Elbing,Wichita,Butler County,140510
31945,56147,Zip,MN,MN,Kenneth,,Rock County,82934
31945,27202,Zip,NC,NC,Altamahaw,Burlington,Alamance County,59168
31945,68717,Zip,NE,NE,Belden,,Cedar County,70637
31984,16213,Zip,PA,PA,Callensburg,,Clarion County,65503
31984,4686,Zip,ME,ME,Wesley,,Washington County,52598
31984,14415,Zip,NY,NY,Penn Yan,Rochester,Yates County,135232
31984,47247,Zip,IN,IN,Jonesville,Columbus,Bartholomew County,120948
31984,73487,Zip,OK,OK,Tatums,Ardmore,Carter County,56221
31984,50057,Zip,IA,IA,Columbia,,Lucas County,112882
31984,62085,Zip,IL,IL,Sawyerville,St. Louis,Macoupin County,43667
31984,31623,Zip,GA,GA,Argyle,,Clinch County,56728
31984,18460,Zip,PA,PA,Dreher Township,,Wayne County,176689
31984,23389,Zip,VA,VA,Melfa,,Accomack County,153758
31984,25853,Zip,WV,WV,Rhodell,Beckley,Raleigh County,19100
31984,8095,Zip,NJ,NJ,Hammonton,Atlantic City-Hammonton,Atlantic County,149996
31984,93251,Zip,CA,CA,Mc Kittrick,Bakersfield,Kern County,97118
31984,68659,Zip,NE,NE,Rogers,,Colfax County,178275
31984,84031,Zip,UT,UT,Hanna,,Duchesne County,238458
31984,83424,Zip,ID,ID,Felt,Jackson,Teton County,324850
31984,60945,Zip,IL,IL,Iroquois,,Iroquois County,65701
31984,43905,Zip,OH,OH,Saint Clairsville,Wheeling,Belmont County,49815
31984,24604,Zip,VA,VA,Bishop,Bluefield,Tazewell County,34103
32023,42457,Zip,KY,KY,Waverly,,Union County,76976
32023,98566,Zip,WA,WA,Humptulips,Aberdeen,Grays Harbor County,190249
32023,47160,Zip,IN,IN,Corydon,Louisville/Jefferson County,Harrison County,105819
32023,56724,Zip,MN,MN,Gatzke,,Marshall County,113272
32023,21930,Zip,MD,MD,Georgetown,Philadelphia-Camden-Wilmington,Cecil County,286208
32023,44088,Zip,OH,OH,Madison,Cleveland-Elyria,Lake County,157169
32023,18012,Zip,PA,PA,Lower Towamensing Township,Allentown-Bethlehem-Easton,Carbon County,140400
32023,46572,Zip,IN,IN,Walkerton,,Starke County,93330
32023,56434,Zip,MN,MN,Aldrich,,Wadena County,97579
32023,95680,Zip,CA,CA,Walnut Grove,Sacramento--Roseville--Arden-Arcade,Sacramento County,508766
32023,15075,Zip,PA,PA,Indiana Township,Pittsburgh,Allegheny County,157922
32023,17749,Zip,PA,PA,McEwensville,Sunbury,Northumberland County,143442
32023,97125,Zip,OR,OR,Banks,Portland-Vancouver-Hillsboro,Washington County,573937
32023,63439,Zip,MO,MO,Emden,,Shelby County,128459
32023,75689,Zip,TX,TX,Overton,Longview,Rusk County,79929
32023,74576,Zip,OK,OK,Wardville,,Atoka County,113023
32023,79330,Zip,TX,TX,Post,,Garza County,446528
32023,58056,Zip,ND,ND,Luverne,,Barnes County,183667
32023,97626,Zip,OR,OR,Fort Klamath,Klamath Falls,Klamath County,223815
32023,61857,Zip,IL,IL,Fithian,Danville,Vermilion County,65089
32023,44493,Zip,OH,OH,Salem,Salem,Columbiana County,110216
32023,67122,Zip,KS,KS,Piedmont,,Greenwood County,132273
32062,32133,Zip,FL,FL,Weirsdale,Ocala,Marion County,149880
32062,14479,Zip,NY,NY,Ridgeway,Rochester,Orleans County,78410
32062,28552,Zip,NC,NC,Lowland,New Bern,Pamlico County,41625
32062,66862,Zip,KS,KS,Matfield Green,,Chase County,123887
32062,18223,Zip,PA,PA,Hazle Township,Scranton--Wilkes-Barre--Hazleton,Luzerne County,59870
32062,45855,Zip,OH,OH,Latty,,Paulding County,63793
32062,15778,Zip,PA,PA,Timblin,,Jefferson County,50163
32062,74034,Zip,OK,OK,Hallett,Tulsa,Pawnee County,39807
32062,44881,Zip,OH,OH,Bucyrus,Bucyrus,Crawford County,93833
32062,78391,Zip,TX,TX,Tynan,Beeville,Bee County,116155
32062,99017,Zip,WA,WA,Lamont,Pullman,Whitman County,183426
32062,26282,Zip,WV,WV,Monterville,Elkins,Randolph County,43286
32062,60437,Zip,IL,IL,Kinsman,Chicago-Naperville-Elgin,Grundy County,100368
32062,66838,Zip,KS,KS,Burdick,,Morris County,80405
32062,74530,Zip,OK,OK,Bromide,,Johnston County,99061
32062,45861,Zip,OH,OH,Oakwood,,Paulding County,60562
32062,15727,Zip,PA,PA,Jacksonville,Indiana,Indiana County,28953
32062,13784,Zip,NY,NY,New York,Cortland,Cortland County,113844
32062,65443,Zip,MO,MO,Brinktown,,Maries County,152924
32062,87046,Zip,NM,NM,La Jara,Albuquerque,Sandoval County,156790
32062,45809,Zip,OH,OH,Gomer,Lima,Allen County,104646
32062,82243,Zip,WY,WY,Veteran,,Goshen County,310461
32062,32683,Zip,FL,FL,Otter Creek,,Levy County,40953
32062,59002,Zip,MT,MT,Acton,Billings,Yellowstone County,294423
32062,15077,Zip,PA,PA,Shippingport,Pittsburgh,Beaver County,108604
32062,17077,Zip,PA,PA,East Hanover Township,Lebanon,Lebanon County,162664
32062,23426,Zip,VA,VA,Hallwood,,Accomack County,68671
32062,66859,Zip,KS,KS,Lost Springs,,Marion County,71972
32062,28583,Zip,NC,NC,Stonewall,New Bern,Pamlico County,105939
32062,76678,Zip,TX,TX,Prairie Hill,,Limestone County,104992
32062,66870,Zip,KS,KS,Virgil,,Greenwood County,66891
32062,62352,Zip,IL,IL,Milton,,Pike County,60159
32062,43433,Zip,OH,OH,Port Clinton,Port Clinton,Ottawa County,72238
32062,76654,Zip,TX,TX,Leroy,Waco,McLennan County,129329
32112,19544,Zip,PA,PA,Tulpehocken Township,Reading,Berks County,190880
32112,53501,Zip,WI,WI,Rock,Janesville-Beloit,Rock County,154786
32112,72578,Zip,AR,AR,Sturkie,,Fulton County,142081
32112,19564,Zip,PA,PA,Richmond Township,Reading,Berks County,176757
32112,8039,Zip,NJ,NJ,South Harrison Township,Philadelphia-Camden-Wilmington,Gloucester County,218486
32112,52588,Zip,IA,IA,Selma,,Van Buren County,124253
32112,18459,Zip,PA,PA,South Canaan Township,,Wayne County,171782
32112,73437,Zip,OK,OK,Graham,Ardmore,Carter County,65017
32112,28720,Zip,NC,NC,Lake Lure,Forest City,Rutherford County,202339
32112,35774,Zip,AL,AL,Paint Rock,Scottsboro,Jackson County,65213
32112,96774,Zip,HI,HI,Ookala,Hilo,Hawaii County,422355
32112,43928,Zip,OH,OH,Jacobsburg,Wheeling,Belmont County,51683
32112,82215,Zip,WY,WY,Hartville,,Platte County,160574
32112,17247,Zip,PA,PA,Quincy Township,Chambersburg-Waynesboro,Franklin County,158684
